PARALLEL GA RESULTS
Export Time,2025-12-13 00:43:07
Total Generations,25

PERFORMANCE
Metric,Value,Unit
Baseline Fitness,63.890116,seconds
Optimized Fitness,20.098016,seconds
Improvement,68.54,%
Absolute Gain,43.792100,seconds

BEST SOLUTION GENES
Gene Index,Value
0,16.100000
1,11.200000
